avg_red,avg_green,avg_blue,std_red,std_green,std_blue,green_ratio,disease_ratio,brown_ratio,yellow_ratio,texture_contrast,texture_energy,brightness,saturation,label,treatment
100.1774,83.5967,44.7361,44.7376,38.5994,28.4128,0.1756,0.3,0.159,0.082,0.0603,0.2231,95.7442,0.5769,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
102.3637,137.9483,70.3184,22.5722,36.3353,28.5585,0.5566,0.112,0.0397,0.0582,0.0315,0.3655,90.545,0.6072,Healthy,No treatment needed. Continue regular maintenance and monitoring.
136.4702,103.4847,42.7744,31.6865,38.8865,24.9957,0.144,0.3467,0.2213,0.1003,0.0687,0.3197,93.18,0.4367,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
146.1582,150.5596,100.1466,22.6391,24.6725,32.8184,0.1693,0.2674,0.0164,0.0977,0.0166,0.3596,153.1283,0.2311,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
105.3647,83.1984,51.7184,55.3902,39.4694,27.7279,0.159,0.2228,0.3189,0.0495,0.0656,0.2005,78.3305,0.5658,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
150.3477,157.7095,124.6221,22.0048,27.6531,43.0124,0.1991,0.2041,0.0527,0.1013,0.0272,0.4652,157.1747,0.2163,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
116.2306,98.3471,55.8387,40.924,39.0089,23.409,0.1908,0.4303,0.1478,0.1263,0.0526,0.23,87.3542,0.3906,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
99.9954,78.9399,51.1133,37.7383,34.8764,25.6137,0.1433,0.2455,0.2835,0.0421,0.0483,0.188,80.6248,0.5057,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
117.0645,112.7211,54.5878,48.0185,36.4063,23.8808,0.2726,0.3385,0.1872,0.0729,0.0487,0.3248,87.6444,0.5226,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
164.4545,155.2188,139.7656,22.1455,22.8241,32.1369,0.1246,0.2797,0.0522,0.133,0.0377,0.3363,149.1842,0.1458,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
104.5813,91.5154,72.576,48.4719,43.7506,19.1589,0.1846,0.3545,0.1999,0.148,0.0769,0.2387,101.0553,0.4797,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
114.5208,128.6556,56.4406,43.3624,33.8216,32.3889,0.332,0.2902,0.2488,0.0347,0.0622,0.2981,103.6586,0.4115,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
100.7952,118.2163,74.7305,35.5066,44.1816,19.9061,0.3067,0.1478,0.1549,0.1141,0.0403,0.2698,100.1346,0.3814,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
137.0933,95.3517,46.211,53.523,37.4326,28.8862,0.3541,0.2581,0.2498,0.0623,0.0584,0.2829,77.9982,0.4111,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
71.6464,90.8901,40.6977,45.0015,34.5555,26.0616,0.1461,0.2845,0.2446,0.1123,0.0629,0.2166,98.0752,0.4962,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
125.5701,105.2829,45.4017,49.6777,45.2465,24.5473,0.1975,0.4856,0.2861,0.1077,0.0764,0.2721,80.4494,0.4848,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
86.4491,68.6517,46.8279,51.7117,32.1382,27.8798,0.2141,0.2706,0.3511,0.0423,0.0637,0.2335,64.063,0.5605,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
104.9592,108.8305,78.6278,48.8186,57.0563,22.1545,0.2682,0.2248,0.0728,0.1789,0.0667,0.2906,111.6961,0.4389,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
74.1446,152.5914,66.6542,39.7061,30.6084,23.488,0.5685,0.0994,0.0457,0.0125,0.0244,0.4088,85.8373,0.6013,Healthy,No treatment needed. Continue regular maintenance and monitoring.
150.0149,101.5202,38.292,36.2876,33.9273,7.5957,0.1849,0.3275,0.1713,0.2517,0.0478,0.3117,108.9492,0.6041,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
54.6453,130.5509,62.4132,24.2449,36.9316,24.1821,0.6904,0.1272,0.0407,0.027,0.0196,0.3619,96.9502,0.4745,Healthy,No treatment needed. Continue regular maintenance and monitoring.
149.8948,139.7927,149.9137,26.2866,26.5949,28.1499,0.1688,0.2315,0.0584,0.1334,0.0327,0.445,159.9956,0.2154,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
100.6682,105.49,72.717,44.1362,42.3082,27.7741,0.1489,0.3851,0.2653,0.0922,0.0494,0.2878,76.2484,0.608,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
82.0701,149.4613,71.8947,23.862,37.987,27.8047,0.5262,0.1213,0.047,0.0325,0.0191,0.3806,84.0372,0.4336,Healthy,No treatment needed. Continue regular maintenance and monitoring.
119.3889,97.6226,47.7453,41.6497,42.8956,16.7433,0.1881,0.2637,0.1569,0.1153,0.0688,0.2937,82.8976,0.5268,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
87.1989,104.1248,63.9656,42.6439,28.4739,35.2796,0.2225,0.1519,0.0597,0.098,0.0551,0.3406,82.4131,0.4009,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
117.9085,96.8188,54.9552,37.5373,51.0747,24.1336,0.1745,0.2878,0.3273,0.0464,0.0713,0.243,79.1446,0.4432,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
82.2823,140.5105,69.1358,25.9841,42.4634,23.9155,0.5483,0.0576,0.0015,0.0477,0.0237,0.3687,95.6699,0.551,Healthy,No treatment needed. Continue regular maintenance and monitoring.
112.0846,105.3618,51.4658,46.5959,30.6067,27.0402,0.295,0.2263,0.3005,0.1057,0.055,0.2369,86.5993,0.4642,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
94.3815,106.2882,53.7535,58.1913,47.9647,27.7839,0.2085,0.2476,0.0766,0.2059,0.0647,0.3335,93.5849,0.4171,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
113.9363,93.911,52.1209,39.2369,36.3091,22.6959,0.3159,0.4378,0.2778,0.1398,0.0696,0.2673,71.4499,0.4643,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
137.4072,102.8458,52.1539,36.1684,33.6773,23.463,0.1229,0.2369,0.1638,0.3295,0.0706,0.2563,107.3777,0.5383,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
131.4224,112.2281,50.9804,38.9062,44.8431,22.222,0.2314,0.4311,0.2082,0.1249,0.0662,0.2584,76.0591,0.4365,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
109.8976,132.6109,49.7878,46.7953,53.545,31.2611,0.2456,0.2853,0.049,0.2392,0.051,0.3754,81.0986,0.4776,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
161.7209,161.9043,151.5274,28.166,24.3128,29.2668,0.274,0.2975,0.0416,0.104,0.0273,0.4132,142.705,0.1635,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
134.1177,102.3028,70.5867,51.1507,34.7305,28.1093,0.2772,0.2251,0.173,0.0632,0.0356,0.2819,88.0074,0.3664,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
146.7171,103.6977,51.6147,39.48,26.209,20.9955,0.1714,0.3848,0.2074,0.1956,0.042,0.2279,96.5653,0.5944,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
95.635,92.8432,50.5733,46.1798,41.1867,25.6782,0.226,0.3932,0.2071,0.1509,0.0354,0.3182,84.5933,0.5402,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
125.0133,115.7567,56.534,55.0881,51.879,26.9279,0.3058,0.2474,0.0661,0.2632,0.0915,0.2711,96.743,0.4521,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
152.2804,94.8107,47.4453,36.3437,30.5117,19.4501,0.2012,0.3771,0.1594,0.0787,0.0419,0.2343,113.5456,0.4852,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
77.3455,107.1292,72.4445,40.1942,40.6393,35.1748,0.2983,0.1984,0.1226,0.1124,0.0231,0.2993,93.9582,0.3375,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
111.0466,79.9064,54.1278,45.2063,38.8029,33.4485,0.2658,0.3128,0.1648,0.1046,0.0622,0.2632,74.7626,0.5222,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
117.8451,98.019,55.2541,45.454,35.8385,33.0909,0.2098,0.2767,0.359,0.0489,0.0438,0.3094,73.383,0.4382,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
53.8621,101.8811,47.4108,43.7509,35.957,23.2544,0.166,0.2624,0.2123,0.0292,0.0692,0.242,85.0027,0.496,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
85.8541,79.9803,70.9882,31.0612,35.2969,30.2266,0.292,0.1995,0.0935,0.1112,0.0224,0.3424,69.1498,0.3355,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
120.8013,94.899,47.6181,46.3568,47.4573,26.2023,0.1942,0.3386,0.376,0.104,0.0529,0.2142,68.5669,0.5018,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
165.0269,118.5921,143.5975,18.3774,27.5853,37.3725,0.143,0.2369,0.048,0.1494,0.0308,0.5064,159.1375,0.1897,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
106.7841,100.5055,51.7841,44.7473,63.6681,33.9929,0.2467,0.3088,0.2487,0.0444,0.0791,0.2004,70.3862,0.5324,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
138.4561,117.5774,36.4518,41.7271,33.0791,18.9515,0.3493,0.4051,0.1745,0.3683,0.0358,0.3201,77.4194,0.5039,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
138.5752,104.8744,35.9266,45.1459,26.0293,24.1591,0.2037,0.3097,0.1581,0.2066,0.0504,0.1931,104.1514,0.4945,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
171.0632,165.2169,124.2104,23.1362,28.292,30.2077,0.1371,0.2729,0.0457,0.1718,0.0424,0.4502,168.6101,0.1826,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
95.5223,123.74,50.5814,44.2645,32.5403,27.9598,0.298,0.315,0.2696,0.0602,0.0521,0.2793,91.7197,0.4714,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
101.6978,134.6831,57.7845,61.2862,56.3824,27.7175,0.1923,0.2893,0.1408,0.1317,0.0926,0.3153,96.4462,0.5007,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
151.7287,146.78,133.4105,22.622,19.8814,24.379,0.1468,0.2796,0.0524,0.0917,0.0402,0.4848,152.1788,0.1548,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
101.2627,106.3774,75.6272,30.1096,40.4343,35.9739,0.1143,0.1776,0.1193,0.1121,0.0546,0.285,87.0307,0.2542,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
111.5041,109.9794,56.6758,39.0928,37.9702,31.136,0.2687,0.3916,0.2711,0.1076,0.0545,0.2368,85.0913,0.4598,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
129.6081,101.4769,54.095,37.2047,39.1639,24.9729,0.1486,0.3917,0.2679,0.0815,0.0627,0.323,91.7947,0.4952,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
129.8664,99.1656,45.5041,51.3469,35.0544,24.2576,0.2693,0.2652,0.1991,0.0903,0.0642,0.2441,86.0984,0.5037,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
107.1997,98.68,57.483,35.108,44.9756,32.7743,0.3174,0.2571,0.0978,0.1112,0.0563,0.3221,81.8613,0.3165,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
155.9466,93.828,45.3442,43.4343,24.6735,30.4865,0.2058,0.2585,0.1563,0.302,0.0492,0.2896,106.727,0.5679,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
140.8616,90.3072,49.5323,36.7577,24.2178,20.515,0.2691,0.3568,0.2195,0.3257,0.0534,0.2449,99.3854,0.5342,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
102.5968,94.673,63.2778,41.2784,36.6216,37.6107,0.3285,0.2026,0.0989,0.1162,0.0419,0.3713,84.9141,0.3369,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
120.7124,112.5569,42.8726,42.7844,44.3202,13.4343,0.185,0.3674,0.2082,0.2018,0.0694,0.2554,99.136,0.5381,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
113.9563,126.335,61.7824,35.8325,37.1258,35.0241,0.2097,0.2401,0.0894,0.1502,0.0752,0.308,113.9931,0.3888,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
104.5869,140.4881,56.3231,57.9594,41.621,28.9735,0.3891,0.1862,0.0955,0.2128,0.0552,0.2834,96.0137,0.4223,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
86.4326,117.0868,60.3435,34.0525,41.943,27.0174,0.2213,0.2246,0.1537,0.1168,0.0354,0.3362,92.4438,0.3621,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
128.6738,135.726,59.0074,39.8424,36.2869,19.4766,0.2416,0.337,0.0687,0.2207,0.0502,0.2048,99.3945,0.4855,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
85.5863,135.6089,52.9801,26.6855,27.987,31.9983,0.4505,0.0592,0.0356,0.0479,0.0185,0.4299,88.2651,0.5367,Healthy,No treatment needed. Continue regular maintenance and monitoring.
89.9932,127.8203,70.7086,44.6533,44.4276,28.776,0.3031,0.1573,0.0999,0.2992,0.0502,0.3644,87.0146,0.4285,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
97.1678,117.0635,51.6819,58.1737,40.4734,34.8243,0.3037,0.3234,0.253,0.0236,0.061,0.2433,98.2786,0.4223,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
112.7903,130.4726,54.6808,36.5746,37.3291,30.0774,0.3804,0.2846,0.1409,0.1045,0.0434,0.2626,87.939,0.4465,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
98.4614,84.2102,57.2481,32.2044,43.0632,27.3674,0.4746,0.4585,0.2109,0.0768,0.0719,0.3481,76.8958,0.3607,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
112.2346,98.9429,72.3595,36.4579,28.7408,31.1344,0.2393,0.3009,0.1809,0.0722,0.0792,0.3121,96.8978,0.3792,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
112.7945,99.478,35.4731,49.8873,37.9875,20.9693,0.1793,0.2757,0.326,0.0603,0.05,0.211,76.5737,0.4957,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
120.1318,97.1478,55.6129,41.9294,27.4763,36.1687,0.2893,0.3439,0.2171,0.0579,0.0578,0.216,108.2167,0.3883,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
90.9198,137.7725,51.4164,33.5015,32.1218,25.488,0.7548,0.0771,0.073,0.0159,0.0198,0.4508,88.7303,0.6287,Healthy,No treatment needed. Continue regular maintenance and monitoring.
97.1775,86.9636,50.0295,35.4891,41.0462,38.3075,0.324,0.1925,0.0915,0.18,0.0493,0.2801,92.3037,0.3572,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
85.733,104.9147,64.7631,38.6584,42.0807,35.4838,0.2304,0.2716,0.1072,0.076,0.0356,0.4294,88.8983,0.3337,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
99.3938,103.4128,68.1102,35.8035,39.9599,35.6778,0.3292,0.1246,0.0793,0.1052,0.0583,0.2959,90.3342,0.3232,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
103.826,85.9335,48.8914,42.9131,34.7904,18.4932,0.3361,0.2863,0.2069,0.1073,0.0292,0.2495,84.9031,0.4432,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
94.0495,113.5521,44.4792,37.3185,53.0289,31.1151,0.3006,0.15,0.1492,0.1748,0.078,0.2418,93.2853,0.4346,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
166.1633,163.9964,130.896,27.4895,29.5056,29.507,0.2601,0.2522,0.0828,0.1117,0.0347,0.3364,158.7105,0.1506,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
74.6334,154.192,70.4172,32.9177,34.3524,27.3194,0.4934,0.1057,0.083,0.0514,0.0164,0.3945,82.0686,0.5543,Healthy,No treatment needed. Continue regular maintenance and monitoring.
72.8101,135.9252,64.2882,33.4655,35.8822,23.5319,0.4838,0.0826,0.0286,0.0,0.0222,0.4162,71.3707,0.4594,Healthy,No treatment needed. Continue regular maintenance and monitoring.
139.8836,117.2636,50.8654,46.8907,30.0469,20.6272,0.2579,0.4069,0.2113,0.3252,0.0685,0.2716,109.5595,0.5306,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
149.8131,139.2958,138.158,21.5342,28.6271,32.0293,0.1772,0.2101,0.0676,0.1276,0.0311,0.5002,159.5964,0.2165,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
83.4223,147.3907,55.6324,21.9671,43.7479,30.5258,0.4466,0.1007,0.0399,0.0353,0.0215,0.3706,87.1623,0.4786,Healthy,No treatment needed. Continue regular maintenance and monitoring.
133.7535,115.1918,50.8667,44.1882,36.4083,19.5532,0.2332,0.38,0.17,0.1334,0.0679,0.2861,92.4867,0.4141,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
135.5869,80.3582,47.886,40.3614,37.7791,21.0939,0.1985,0.5005,0.0911,0.344,0.0443,0.2366,97.1461,0.5018,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
119.2999,97.6687,34.7914,42.4998,39.5913,23.6857,0.217,0.3614,0.2882,0.0528,0.0571,0.3203,97.75,0.5311,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
130.7833,129.6877,55.6304,39.7928,32.954,33.875,0.2564,0.2991,0.2398,0.1093,0.0665,0.224,79.4723,0.3808,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
110.4659,150.487,44.8063,27.5788,41.3346,22.1693,0.5855,0.1032,0.0315,0.0288,0.0038,0.339,92.4743,0.4451,Healthy,No treatment needed. Continue regular maintenance and monitoring.
129.6619,100.9839,40.981,39.8356,41.3619,28.6666,0.3509,0.3442,0.1717,0.0561,0.0612,0.1874,103.3875,0.4721,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
78.4331,106.9762,72.4552,32.6734,36.7616,32.712,0.2699,0.2155,0.1534,0.1471,0.0488,0.3734,94.2626,0.3421,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
94.6623,94.3448,39.1961,49.5066,27.6746,28.1138,0.1553,0.3008,0.3022,0.0908,0.0496,0.2788,90.1441,0.4736,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
105.0254,106.2255,61.9082,46.0288,43.7632,23.1304,0.3081,0.2498,0.1643,0.0611,0.0487,0.2581,88.2868,0.4919,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
